code_blocks_index,kernel_id,code_block_id,predicted_smell,additional_smells
750,28701986,88,0,['Magic Numbers']
751,28701986,89,0,"['Too Many Arguments', 'Complex Conditions']"
752,28701986,90,0,"['Long Method', 'Too Many Arguments', 'Complex Conditions']"
753,28701986,91,0,['Magic Numbers']
754,28701986,92,0,[]
755,28701986,93,0,"['Magic Numbers', 'Too Many Arguments']"
756,28701986,94,0,['Magic Numbers']
757,28701986,95,0,['Magic Numbers']
758,28701986,96,0,[]
759,28701986,97,0,[]
760,28701986,98,0,['Magic Numbers']
761,28701986,99,0,"['Magic Numbers', 'Too Many Arguments']"
762,28701986,100,0,['Magic Numbers']
763,28701986,101,0,['Magic Numbers']
764,28701986,102,1,[]
765,28701986,103,0,['Long Method']
766,28701986,104,0,"['Magic Numbers', 'Too Many Arguments']"
767,28701986,105,0,[]
768,28701986,106,0,[]
769,28701986,107,0,['Magic Numbers']
770,28701986,108,0,['Magic Numbers']
771,28701986,109,1,['Complex Conditions']
772,28701986,110,0,[]
773,28701986,111,0,[]
774,28701986,112,0,['Magic Numbers']
775,28701986,113,0,[]
776,28701986,114,0,[]
777,28701986,115,0,[]
778,28701986,116,0,[]
779,28701986,117,0,[]
780,28701986,118,1,[]
781,28701986,119,0,[]
782,28701986,120,0,[]
783,28537757,0,1,"['Long Method', 'Complex Conditions']"
784,28537757,1,0,"['Long Method', 'Too Many Arguments', 'Dead Code', 'Complex Conditions']"
785,28537757,2,0,['Magic Numbers']
786,28537757,3,0,"['Long Method', 'Too Many Arguments', 'Complex Conditions']"
787,28537757,4,1,"['Long Method', 'Magic Numbers', 'Complex Conditions']"
788,28537757,5,0,['Long Method']
789,28537757,6,0,"['Long Method', 'Magic Numbers', 'Dead Code', 'Complex Conditions']"
790,28537757,7,0,"['Long Method', 'Magic Numbers', 'Complex Conditions']"
791,28537757,8,0,['Complex Conditions']
1843,29007121,0,1,"['Long Method', 'Complex Conditions']"
1844,29007121,1,1,['Magic Numbers']
1845,29007121,2,0,['Magic Numbers']
1846,29007121,3,0,['Magic Numbers']
1847,29007121,4,0,['Magic Numbers']
1848,29007121,5,0,[]
1849,29007121,6,0,[]
1850,29007121,7,0,[]
1851,29007121,8,0,[]
1852,29007121,9,0,[]
1853,29007121,10,0,['Magic Numbers']
1854,29007121,11,0,"['Long Method', 'Too Many Arguments', 'Complex Conditions']"
1855,29007121,12,0,"['Long Method', 'Complex Conditions']"
1856,29007121,13,1,['Magic Numbers']
1857,29007121,14,0,[]
1858,29007121,15,0,[]
1859,29007121,16,0,['Magic Numbers']
1860,29007121,17,0,[]
1861,29007121,18,0,[]
1862,29007121,19,0,[]
1863,29007121,20,0,[]
1864,29007121,21,0,['Magic Numbers']
1865,29007121,22,0,[]
1866,29007121,23,0,[]
1867,29007121,24,0,['Magic Numbers']
1868,29007121,25,0,[]
1869,29007121,26,0,"['Long Method', 'Too Many Arguments']"
1870,29007121,27,0,[]
2551,32052230,0,1,"['Long Method', 'Complex Conditions']"
2552,32052230,1,1,"['Long Method', 'Magic Numbers']"
2553,32052230,2,0,['Long Method']
2554,32052230,3,0,[]
2555,32052230,4,0,[]
2556,32052230,5,0,[]
2557,32052230,6,1,[]
2558,32052230,7,0,['Magic Numbers']
2559,32052230,8,0,['Magic Numbers']
2560,32052230,9,0,[]
2561,32052230,10,0,[]
2562,32052230,11,0,['Magic Numbers']
2563,32052230,12,0,[]
2564,32052230,13,0,"['Long Method', 'Magic Numbers', 'Too Many Arguments']"
2565,32052230,14,0,[]
2566,32052230,15,0,[]
2567,32052230,16,0,['Magic Numbers']
2568,32052230,17,0,[]
2569,32052230,18,0,[]
2570,32052230,19,1,['Long Method']
2571,32052230,20,0,[]
2572,32052230,21,0,"['Long Method', 'Magic Numbers']"
2573,32052230,22,0,['Magic Numbers']
2574,32052230,23,0,[]
2575,32052230,24,0,[]
2576,32052230,25,0,[]
2577,32052230,26,0,[]
2578,32052230,27,1,[]
2579,32052230,28,0,"['Long Method', 'Complex Conditions']"
2580,32052230,29,0,[]
2581,32052230,30,0,[]
2582,32052230,31,0,"['Long Method', 'Magic Numbers']"
2583,32052230,32,0,['Magic Numbers']
2584,32052230,33,0,['Magic Numbers']
2585,32052230,34,0,[]
2586,32052230,35,0,[]
2587,32052230,36,0,['Magic Numbers']
2588,32052230,37,0,[]
2589,32052230,38,0,['Magic Numbers']
2590,32052230,39,0,[]
2591,32052230,40,0,[]
2592,32052230,41,0,[]
2593,32052230,42,0,[]
2594,32052230,43,0,[]
2595,32052230,44,0,['Magic Numbers']
2596,32052230,45,0,[]
2597,32052230,46,0,[]
2598,32052230,47,0,[]
2599,30296882,0,1,[]
2600,30296882,1,0,"['Long Method', 'Magic Numbers']"
2601,30296882,2,0,['Magic Numbers']
2602,30296882,3,0,[]
2603,30296882,4,0,[]
2604,30296882,5,1,"['Long Method', 'Complex Conditions']"
2605,30296882,6,0,"['Long Method', 'Too Many Arguments']"
2606,30296882,7,0,"['Long Method', 'Too Many Arguments', 'Complex Conditions']"
2607,30296882,8,0,"['Long Method', 'Too Many Arguments', 'Complex Conditions']"
2608,30296882,9,0,"['Long Method', 'Complex Conditions']"
2609,30296882,10,0,['Magic Numbers']
2610,30296882,11,0,[]
2611,30296882,12,1,['Magic Numbers']
2612,30296882,13,0,['Magic Numbers']
2613,30296882,14,0,"['Long Method', 'Complex Conditions']"
2614,33188284,0,0,['Long Method']
2615,33188284,1,0,"['Long Method', 'Magic Numbers']"
2616,33188284,2,1,[]
2617,33188284,3,0,[]
2618,33188284,4,0,[]
2619,33188284,5,0,[]
2620,33188284,6,0,[]
2621,33188284,7,0,[]
2622,33188284,8,0,[]
2623,33188284,9,1,[]
2624,33188284,10,0,[]
2625,33188284,11,0,[]
2626,33188284,12,0,['Magic Numbers']
2627,30313596,0,0,[]
2628,30313596,1,1,"['Long Method', 'Complex Conditions']"
2629,30313596,2,1,['Magic Numbers']
2630,30313596,3,0,"['Long Method', 'Magic Numbers']"
2631,30313596,4,1,[]
2632,30313596,5,0,[]
2633,30313596,6,0,[]
2634,30313596,7,0,[]
2635,30313596,8,0,[]
2636,30313596,9,0,[]
2637,30313596,10,1,[]
2638,30313596,11,0,['Complex Conditions']
2639,30313596,12,0,['Long Method']
2640,30313596,13,0,[]
2641,30313596,14,0,[]
2642,30313596,15,0,[]
2643,30313596,16,0,[]
2644,30313596,17,0,"['Long Method', 'Magic Numbers', 'Too Many Arguments']"
2645,30313596,18,0,['Complex Conditions']
2646,30313596,19,0,['Long Method']
2647,30313596,20,0,"['Long Method', 'Complex Conditions']"
2648,30313596,21,0,[]
2649,30313596,22,0,"['Long Method', 'Magic Numbers']"
2650,30313596,23,0,"['Long Method', 'Magic Numbers']"
2651,30313596,24,0,['Magic Numbers']
2652,30313596,25,0,['Magic Numbers']
2653,30313596,26,0,"['Long Method', 'Magic Numbers']"
2654,30042790,0,1,"['Long Method', 'Complex Conditions']"
2655,30042790,1,1,['Magic Numbers']
2656,30042790,2,0,"['Long Method', 'Magic Numbers']"
2657,30042790,3,1,[]
2658,30042790,4,0,[]
2659,30042790,5,0,[]
2660,30042790,6,0,[]
2661,30042790,7,0,[]
2662,30042790,8,0,[]
2663,30042790,9,1,[]
2664,30042790,10,0,['Complex Conditions']
2665,30042790,11,0,['Long Method']
2666,30042790,12,0,[]
2667,30042790,13,0,[]
2668,30042790,14,0,[]
2669,30042790,15,0,['Magic Numbers']
2670,30646081,0,1,"['Long Method', 'Magic Numbers', 'Complex Conditions']"
2671,30646081,1,1,[]
2672,30646081,2,0,['Magic Numbers']
2673,30646081,3,0,['Magic Numbers']
2674,30646081,4,0,"['Long Method', 'Too Many Arguments', 'Complex Conditions']"
2675,30646081,5,0,['Long Method']
2676,30646081,6,0,[]
2677,30646081,7,0,"['Long Method', 'Too Many Arguments', 'Complex Conditions']"
2678,30646081,8,0,"['Long Method', 'Magic Numbers', 'Too Many Arguments']"
2679,30646081,9,1,[]
2680,30646081,10,0,"['Long Method', 'Magic Numbers']"
2681,34782705,0,0,"['Long Method', 'Too Many Arguments', 'Dead Code', 'Complex Conditions']"
2682,34782705,1,0,"['Long Method', 'Magic Numbers']"
2683,34782705,2,0,"['Long Method', 'Magic Numbers']"
2684,34782705,3,0,['Magic Numbers']
2685,34782705,4,0,['Magic Numbers']
2686,34373570,0,1,"['Long Method', 'Complex Conditions']"
2687,34373570,1,1,['Long Method']
2688,34373570,2,0,['Long Method']
2689,34373570,3,0,['Magic Numbers']
2690,34373570,4,1,[]
2691,34373570,5,0,['Magic Numbers']
2692,34373570,6,1,[]
2693,34373570,7,1,['Magic Numbers']
2694,34373570,8,0,[]
2695,34373570,9,0,['Magic Numbers']
2696,34373570,10,0,[]
2697,34373570,11,0,[]
2698,34373570,12,0,[]
2699,34373570,13,0,[]
2700,34373570,14,0,[]
2701,34373570,15,0,[]
2702,34373570,16,1,[]
2703,34373570,17,1,[]
2704,34373570,18,0,[]
2705,34373570,19,0,[]
2706,34373570,20,0,[]
2707,34373570,21,0,[]
2708,34373570,22,0,[]
2709,34373570,23,0,[]
2710,34373570,24,0,[]
2711,34373570,25,0,[]
2712,34373570,26,0,[]
2713,34373570,27,0,[]
2714,34373570,28,0,[]
2715,34373570,29,0,[]
2716,34373570,30,0,[]
2717,34373570,31,0,['Magic Numbers']
2718,34373570,32,0,['Magic Numbers']
2719,34373570,33,0,[]
2720,34373570,34,0,[]
2721,34373570,35,0,[]
2722,34373570,36,0,['Magic Numbers']
2723,34373570,37,0,[]
2724,34373570,38,0,['Magic Numbers']
2725,34373570,39,0,[]
2726,34373570,40,0,[]
2727,34373570,41,0,[]
2728,34373570,42,0,[]
2729,34373570,43,0,[]
2730,34373570,44,0,['Magic Numbers']
2731,34373570,45,0,[]
2732,34373570,46,0,['Complex Conditions']
2733,34373570,47,0,"['Magic Numbers', 'Complex Conditions']"
2734,34373570,48,0,"['Magic Numbers', 'Complex Conditions']"
2735,34373570,49,0,['Magic Numbers']
2736,34373570,50,0,[]
2737,34373570,51,0,"['Long Method', 'Complex Conditions']"
2738,34373570,52,0,[]
2739,34373570,53,0,[]
2740,34373570,54,0,[]
2741,34373570,55,0,[]
2742,34373570,56,0,[]
2743,34373570,57,0,['Long Method']
2744,34373570,58,0,[]
2745,34373570,59,0,[]
2746,34373570,60,0,[]
2747,34373570,61,0,[]
2748,34373570,62,0,[]
2749,34373570,63,0,[]
2750,34373570,64,0,[]
2751,34373570,65,0,[]
2752,34373570,66,0,[]
2753,34373570,67,0,[]
2754,34373570,68,0,[]
2755,31847564,0,1,['Long Method']
2756,31847564,1,0,"['Long Method', 'Magic Numbers']"
2757,31847564,2,0,['Long Method']
2758,31847564,3,0,['Long Method']
2759,31847564,4,0,['Magic Numbers']
2760,31847564,5,0,['Magic Numbers']
2761,31847564,6,0,[]
2762,31847564,7,0,[]
2763,31847564,8,1,"['Long Method', 'Complex Conditions']"
2764,31847564,9,1,['Magic Numbers']
2765,31847564,10,0,"['Long Method', 'Magic Numbers']"
2766,31847564,11,1,[]
2767,31847564,12,0,[]
2768,31847564,13,0,[]
2769,31847564,14,0,[]
2770,31847564,15,0,[]
2771,31847564,16,0,[]
2772,31847564,17,1,[]
2773,31847564,18,0,['Complex Conditions']
2774,31847564,19,0,['Long Method']
2775,31847564,20,0,[]
2776,31847564,21,0,[]
2777,31847564,22,0,[]
2778,31847564,23,0,[]
2779,31847564,24,0,"['Long Method', 'Magic Numbers', 'Too Many Arguments']"
2780,31847564,25,0,['Complex Conditions']
2781,31847564,26,0,['Long Method']
2782,31847564,27,0,"['Long Method', 'Complex Conditions']"
2783,31847564,28,0,[]
2784,31847564,29,0,"['Long Method', 'Magic Numbers']"
2785,31847564,30,0,"['Long Method', 'Magic Numbers']"
2786,31847564,31,0,['Magic Numbers']
2787,31847564,32,0,['Magic Numbers']
2788,31847564,33,0,"['Long Method', 'Magic Numbers']"
2789,30800274,0,1,"['Long Method', 'Complex Conditions']"
2790,30800274,1,1,[]
2791,30800274,2,1,[]
2792,30800274,3,0,[]
2793,30800274,4,1,[]
2794,30800274,5,0,[]
2795,30800274,6,0,[]
2796,30800274,7,0,[]
2797,30800274,8,0,['Magic Numbers']
2798,30800274,9,0,[]
2799,30800274,10,0,[]
2800,30800274,11,0,['Magic Numbers']
2801,30800274,12,0,['Complex Conditions']
2802,30800274,13,0,[]
2803,30800274,14,0,[]
2804,30800274,15,0,"['Long Method', 'Too Many Arguments', 'Complex Conditions']"
2805,30800274,16,0,[]
2806,30800274,17,0,[]
2807,30800274,18,0,[]
2808,30800274,19,1,[]
2809,30800274,20,0,[]
2810,30800274,21,0,['Complex Conditions']
2811,30800274,22,0,[]
2812,30800274,23,0,['Complex Conditions']
2813,30800274,24,0,[]
2814,30800274,25,0,['Complex Conditions']
2815,30800274,26,0,[]
2816,30800274,27,0,[]
2817,30800274,28,1,[]
2818,30800274,29,0,['Complex Conditions']
2819,30800274,30,0,['Magic Numbers']
2820,30800274,31,0,['Magic Numbers']
2821,30800274,32,0,['Complex Conditions']
2822,30800274,33,0,[]
2823,30800274,34,0,['Complex Conditions']
2824,30800274,35,0,[]
2825,30800274,36,0,[]
2826,30800274,37,0,['Complex Conditions']
2827,30800274,38,1,[]
2828,30800274,39,0,[]
2829,30800274,40,0,[]
2830,30800274,41,0,['Magic Numbers']
2831,30800274,42,0,[]
2832,30800274,43,0,[]
2833,30800274,44,0,['Magic Numbers']
2834,30800274,45,0,['Magic Numbers']
2835,30800274,46,0,[]
2836,30800274,47,0,[]
2837,30800274,48,0,[]
2838,30800274,49,0,[]
2839,30800274,50,0,"['Long Method', 'Complex Conditions']"
2840,30800274,51,0,[]
2841,30800274,52,0,['Magic Numbers']
2842,30800274,53,0,[]
2843,30800274,54,1,[]
2844,30800274,55,0,[]
2845,30800274,56,0,['Magic Numbers']
2846,30800274,57,0,['Magic Numbers']
2847,30800274,58,0,[]
2848,30568127,0,1,"['Long Method', 'Complex Conditions']"
2849,30568127,1,0,['Long Method']
2850,30568127,2,1,['Long Method']
2851,30568127,3,0,['Magic Numbers']
2852,30568127,4,0,['Magic Numbers']
2853,30568127,5,0,[]
2854,30568127,6,0,['Magic Numbers']
2855,30568127,7,0,['Long Method']
2856,30568127,8,0,['Long Method']
2857,30568127,9,0,['Long Method']
2858,30568127,10,0,[]
2859,30568127,11,0,[]
2860,30568127,12,0,[]
2861,30790194,0,1,['Long Method']
2862,30790194,1,1,[]
2863,30790194,2,0,[]
2864,30790194,3,0,['Magic Numbers']
2865,30790194,4,0,[]
2866,30790194,5,0,[]
2867,30790194,6,0,['Magic Numbers']
2868,30790194,7,0,[]
2869,30790194,8,0,['Magic Numbers']
2870,30790194,9,0,[]
2871,30790194,10,0,['Magic Numbers']
2872,30790194,11,0,['Magic Numbers']
2873,30790194,12,0,['Long Method']
2874,30790194,13,0,[]
2875,30790194,14,0,[]
2876,30790194,15,0,[]
2877,30840463,0,0,"['Long Method', 'Complex Conditions']"
2878,30840463,1,0,[]
2879,30840463,2,0,[]
2880,30840463,3,0,[]
2881,30840463,4,0,[]
2882,30840463,5,0,[]
2883,30840463,6,0,[]
2884,30840463,7,0,[]
2885,30840463,8,0,['Magic Numbers']
2886,30840463,9,0,['Magic Numbers']
2887,30840463,10,0,[]
2888,30840463,11,0,[]
2889,30840463,12,0,[]
2890,30840463,13,0,[]
2891,30840463,14,0,[]
2892,30840463,15,0,[]
2893,30840463,16,0,[]
2894,30810228,0,1,['Long Method']
2895,30810228,1,1,[]
2896,30810228,2,0,[]
2897,30810228,3,0,['Magic Numbers']
2898,30810228,4,0,[]
2899,30810228,5,0,[]
2900,30810228,6,0,['Magic Numbers']
2901,30810228,7,0,[]
2902,30810228,8,0,['Magic Numbers']
2903,30810228,9,0,[]
2904,30810228,10,0,['Magic Numbers']
2905,30810228,11,0,['Magic Numbers']
2906,30810228,12,0,['Long Method']
2907,30810228,13,0,[]
2908,30810228,14,0,[]
2909,30810228,15,0,[]
2910,30810228,16,0,[]
2911,30810228,17,0,[]
2912,30810228,18,0,[]
2913,30810228,19,0,[]
2914,30810228,20,0,"['Long Method', 'Magic Numbers']"
2915,30810228,21,0,"['Long Method', 'Magic Numbers']"
2916,30810228,22,0,[]
2917,30845748,0,1,"['Long Method', 'Complex Conditions']"
2918,30845748,1,0,[]
2919,30845748,2,0,[]
2920,30845748,3,0,[]
2921,30845748,4,0,"['Long Method', 'Magic Numbers']"
2922,30845748,5,0,"['Long Method', 'Magic Numbers']"
2923,30845748,6,0,"['Long Method', 'Magic Numbers']"
2924,30845748,7,0,"['Long Method', 'Magic Numbers']"
2925,30845748,8,0,"['Long Method', 'Magic Numbers']"
2926,30845748,9,0,"['Long Method', 'Complex Conditions']"
2927,30845748,10,0,"['Long Method', 'Complex Conditions']"
2928,30845748,11,0,[]
2929,32669954,0,1,"['Long Method', 'Complex Conditions']"
2930,32669954,1,1,[]
2931,32669954,2,0,[]
2932,32669954,3,0,[]
2933,32669954,4,0,['Magic Numbers']
2934,32669954,5,0,['Magic Numbers']
2935,32669954,6,0,['Magic Numbers']
2936,32669954,7,0,['Magic Numbers']
2937,32669954,8,0,[]
2938,32669954,9,0,[]
2939,32669954,10,0,[]
2940,32669954,11,0,[]
2941,32669954,12,0,[]
2942,32669954,13,0,[]
2943,32669954,14,1,[]
2944,32669954,15,0,"['Long Method', 'Magic Numbers']"
2945,32669954,16,0,"['Long Method', 'Magic Numbers']"
2946,32669954,17,0,[]
2947,32669954,18,0,['Magic Numbers']
2948,32669954,19,0,['Magic Numbers']
2949,30831873,0,0,[]
2950,30831873,1,1,['Long Method']
2951,30831873,2,0,['Magic Numbers']
2952,30831873,3,0,"['Long Method', 'Complex Conditions']"
2953,30831873,4,0,"['Magic Numbers', 'Complex Conditions']"
2954,30831873,5,0,"['Long Method', 'Complex Conditions']"
2955,30831873,6,0,"['Magic Numbers', 'Complex Conditions']"
2956,30831873,7,0,['Long Method']
2957,30831873,8,0,[]
2958,30831873,9,0,[]
2959,30790196,0,1,"['Long Method', 'Complex Conditions']"
2960,30898457,0,0,"['Long Method', 'Complex Conditions']"
2961,30801003,0,1,"['Long Method', 'Complex Conditions']"
2962,30801003,1,0,[]
2963,30801003,2,1,[]
2964,30801003,3,1,[]
2965,30801003,4,0,['Long Method']
2966,30801003,5,0,[]
2967,30801003,6,0,"['Long Method', 'Magic Numbers', 'Complex Conditions']"
2968,30801003,7,0,['Complex Conditions']
2969,30801003,8,0,[]
2970,30801003,9,0,"['Long Method', 'Too Many Arguments', 'Complex Conditions']"
2971,30801003,10,0,"['Long Method', 'Magic Numbers', 'Too Many Arguments', 'Complex Conditions']"
2972,30801003,11,0,['Complex Conditions']
2973,30801003,12,0,[]
2974,30801003,13,0,[]
2975,30801003,14,0,[]
2976,30801003,15,0,[]
2977,30801003,16,0,['Complex Conditions']
2978,30801003,17,0,[]
2979,30801003,18,0,['Magic Numbers']
2980,30801003,19,0,[]
2981,30848066,0,1,"['Long Method', 'Complex Conditions']"
2982,30848066,1,1,[]
2983,30848066,2,0,[]
2984,30848066,3,0,[]
2985,30848066,4,0,[]
2986,30848066,5,0,[]
2987,30848066,6,0,"['Long Method', 'Magic Numbers', 'Too Many Arguments']"
2988,30848066,7,0,[]
2989,30848066,8,0,[]
2990,30848066,9,0,['Long Method']
2991,30848066,10,0,[]
2992,30848066,11,0,[]
2993,30848066,12,0,"['Long Method', 'Too Many Arguments']"
2994,30848066,13,0,[]
2995,30848066,14,0,[]
2996,30848066,15,0,['Magic Numbers']
2997,30848066,16,0,[]
2998,30848066,17,0,[]
2999,30848066,18,0,['Magic Numbers']
3000,30848066,19,0,['Magic Numbers']
3001,30848066,20,0,['Magic Numbers']
3002,30848066,21,0,[]
3003,30848066,22,0,['Long Method']
3004,30848066,23,0,[]
3005,30848066,24,0,[]
3006,30848066,25,0,[]
3007,30848066,26,0,[]
3008,30848066,27,0,['Magic Numbers']
3009,30848066,28,1,[]
3010,30848066,29,0,['Magic Numbers']
3011,30848066,30,0,[]
3012,30848066,31,0,[]
3013,30848066,32,0,[]
3014,30823052,0,1,"['Long Method', 'Complex Conditions']"
3015,30823052,1,1,[]
3016,30823052,2,0,['Magic Numbers']
3017,30823052,3,1,[]
3018,30823052,4,0,['Magic Numbers']
3019,30823052,5,0,['Long Method']
3020,30823052,6,0,"['Long Method', 'Too Many Arguments']"
3021,30823052,7,0,"['Long Method', 'Complex Conditions']"
3022,30823052,8,0,"['Long Method', 'Too Many Arguments', 'Complex Conditions']"
3023,30823052,9,0,"['Long Method', 'Complex Conditions']"
3024,30823052,10,0,[]
3025,30823052,11,0,[]
3026,30823052,12,0,['Magic Numbers']
3027,30823052,13,0,[]
3028,30823052,14,0,['Long Method']
3029,30823052,15,0,[]
3030,30844920,0,1,"['Long Method', 'Complex Conditions']"
3031,30844920,1,1,"['Long Method', 'Too Many Arguments']"
3032,30844920,2,0,['Long Method']
3033,30919301,0,0,['Magic Numbers']
3034,30919301,1,1,[]
3035,30919301,2,0,"['Long Method', 'Complex Conditions']"
3036,30919301,3,1,[]
3037,30919301,4,0,['Magic Numbers']
3038,30919301,5,0,[]
3039,30919301,6,0,"['Long Method', 'Complex Conditions']"
3040,30919301,7,0,['Magic Numbers']
3041,30919301,8,0,['Long Method']
3042,30919301,9,1,['Long Method']
3043,30919301,10,0,"['Long Method', 'Complex Conditions']"
3044,30919301,11,0,['Complex Conditions']
3045,30919301,12,0,['Long Method']
3046,30919301,13,1,['Long Method']
3047,30919301,14,0,"['Long Method', 'Complex Conditions']"
3048,30842974,0,1,[]
3049,30842974,1,1,['Long Method']
3050,30842974,2,1,[]
3051,30842974,3,0,[]
3052,30842974,4,0,['Long Method']
3053,30842974,5,0,[]
3054,30842974,6,0,[]
3055,30842974,7,0,"['Long Method', 'Complex Conditions']"
3056,30842974,8,0,"['Long Method', 'Magic Numbers']"
3057,30842974,9,0,[]
3058,30842974,10,0,"['Long Method', 'Magic Numbers']"
3059,30842974,11,1,[]
3060,30842974,12,0,['Long Method']
3061,30842974,13,0,"['Long Method', 'Magic Numbers']"
3062,30842974,14,1,[]
3063,30842974,15,0,['Magic Numbers']
3064,30842974,16,0,[]
3065,30776229,0,1,"['Long Method', 'Complex Conditions']"
3066,30776229,1,1,[]
3067,30776229,2,1,[]
3068,30776229,3,1,[]
3069,30776229,4,1,[]
3070,30776229,5,0,[]
3071,30776229,6,0,['Magic Numbers']
3072,30776229,7,0,['Magic Numbers']
3073,30776229,8,0,[]
3074,30776229,9,0,['Magic Numbers']
3075,30776229,10,1,[]
3076,30776229,11,0,['Magic Numbers']
3077,30776229,12,0,['Magic Numbers']
3078,30776229,13,0,['Magic Numbers']
3079,30776229,14,0,['Magic Numbers']
3080,30776229,15,0,['Magic Numbers']
3081,30776229,16,0,['Magic Numbers']
3082,30776229,17,0,['Magic Numbers']
3083,30776229,18,0,['Magic Numbers']
3084,30776229,19,0,[]
3085,30776229,20,0,['Magic Numbers']
3086,30776229,21,0,[]
3087,30776229,22,0,['Magic Numbers']
3088,30776229,23,0,"['Long Method', 'Magic Numbers']"
3089,30776229,24,0,['Magic Numbers']
3090,30776229,25,0,[]
3091,30776229,26,0,['Magic Numbers']
3092,30776229,27,0,['Magic Numbers']
3093,30776229,28,0,[]
3094,30776229,29,0,[]
3095,30776229,30,0,[]
3096,30776229,31,0,['Magic Numbers']
3097,30776229,32,0,[]
3098,30772485,0,0,['Magic Numbers']
3099,30772485,1,0,[]
3100,30772485,2,0,"['Long Method', 'Duplicate Code']"
3101,30772485,3,0,['Magic Numbers']
3102,30772485,4,0,['Complex Conditions']
3103,30772485,5,0,['Long Method']
3104,30772485,6,0,['Long Method']
3105,30772485,7,0,['Long Method']
3106,30772485,8,0,['Long Method']
3107,30902241,0,0,[]
3108,30902241,1,0,[]
3109,30902241,2,1,[]
3110,30902241,3,0,[]
3111,30902241,4,0,[]
3112,30902241,5,0,[]
3113,30902241,6,0,[]
3114,30902241,7,0,[]
3115,30902241,8,0,[]
3116,30902241,9,0,[]
3117,30902241,10,1,[]
3118,30902241,11,0,[]
3119,30902241,12,0,[]
3120,30902241,13,0,[]
3121,30902241,14,0,[]
3122,30902241,15,0,[]
3123,30902241,16,0,[]
3124,30902241,17,0,[]
3125,30902241,18,1,[]
3126,30902241,19,0,['Complex Conditions']
3127,30902241,20,1,[]
3128,30902241,21,0,[]
3129,30902241,22,1,[]
3130,30902241,23,0,[]
3131,30902241,24,0,[]
3132,30902241,25,0,[]
3133,30902241,26,0,[]
3134,30902241,27,0,[]
3135,30902241,28,1,[]
3136,30902241,29,0,[]
3137,30902241,30,0,[]
3138,30902241,31,0,[]
3139,30902241,32,0,[]
3140,30902241,33,0,[]
3141,30902241,34,0,[]
3142,30902241,35,0,[]
3143,30902241,36,0,[]
3144,30902241,37,1,[]
3145,30902241,38,0,['Magic Numbers']
3146,30902241,39,0,[]
3147,30902241,40,0,[]
3148,30902241,41,1,[]
3149,30902241,42,0,[]
3150,30902241,43,0,['Magic Numbers']
3151,30902241,44,0,[]
3152,30902241,45,0,[]
3153,30902241,46,0,[]
3154,30902241,47,0,[]
3155,30902241,48,0,[]
3156,30902241,49,0,[]
3157,30902241,50,0,[]
3158,30902241,51,0,[]
3159,30902241,52,0,[]
3160,30902241,53,0,[]
3161,30902241,54,0,[]
3162,30902241,55,0,[]
3163,30902241,56,0,[]
3164,30902241,57,0,[]
3165,30902241,58,0,[]
3166,30902241,59,0,[]
3167,30902241,60,0,['Magic Numbers']
3168,30902241,61,0,['Magic Numbers']
3169,30902241,62,0,[]
3170,30902241,63,0,[]
3171,30902241,64,1,[]
3172,30902241,65,0,[]
3173,30902241,66,0,[]
3174,30902241,67,0,[]
3175,30902241,68,0,[]
3176,30902241,69,0,[]
3177,30902241,70,0,[]
3178,30902241,71,0,[]
3179,30902241,72,0,[]
3180,30902241,73,0,[]
3181,30902241,74,0,[]
3182,30902241,75,1,[]
3183,30902241,76,1,[]
3184,30902241,77,0,[]
3185,30902241,78,0,[]
3186,30902241,79,0,[]
3187,30902241,80,0,[]
3188,30902241,81,0,[]
3189,30902241,82,0,"['Magic Numbers', 'Complex Conditions']"
3190,30902241,83,0,['Magic Numbers']
3191,30902241,84,0,['Magic Numbers']
3192,30902241,85,0,[]
3193,30902241,86,0,[]
3194,30902241,87,0,[]
3195,30902241,88,0,['Magic Numbers']
3196,30902241,89,0,[]
3197,30902241,90,0,['Magic Numbers']
3198,30902241,91,0,[]
3199,30902241,92,0,[]
3200,30902241,93,0,[]
3201,30902241,94,0,['Magic Numbers']
3202,30902241,95,0,[]
3203,30902241,96,0,['Magic Numbers']
3204,30902241,97,0,[]
3205,30902241,98,0,[]
3206,30902241,99,0,[]
3207,30902241,100,0,[]
3208,30902241,101,0,[]
3209,30902241,102,0,[]
3210,30902241,103,0,[]
3211,30902241,104,0,[]
3212,30902241,105,0,[]
3213,30902241,106,0,[]
3214,30902241,107,0,[]
3215,30902241,108,0,[]
3216,30902241,109,0,[]
3217,30902241,110,0,[]
3218,30902241,111,0,['Magic Numbers']
3219,30902241,112,0,[]
3220,30902241,113,0,['Magic Numbers']
3221,30902241,114,0,[]
3222,30902241,115,0,[]
3223,30902241,116,0,[]
3224,30902241,117,0,['Magic Numbers']
3225,30902241,118,0,[]
3226,30902241,119,0,['Magic Numbers']
3227,30902241,120,0,[]
3228,30902241,121,0,[]
3229,30902241,122,0,[]
3230,30902241,123,0,[]
3231,30902241,124,0,[]
3232,30902241,125,0,[]
3233,30902241,126,0,[]
3234,30902241,127,0,[]
3235,30902241,128,0,[]
3236,30902241,129,0,[]
3237,30902241,130,0,[]
3238,30902241,131,0,[]
3239,30902241,132,0,[]
3240,30902241,133,0,[]
3241,30902241,134,0,['Magic Numbers']
